iter	Passed	Remaining
141	771	4663
142	777	4661
143	785	4667
144	794	4685
145	801	4685
146	806	4677
147	811	4670
148	817	4668
149	823	4666
150	829	4662
151	833	4652
152	837	4635
153	841	4620
154	844	4603
155	850	4599
156	854	4589
157	859	4579
158	864	4569
159	868	4557
160	872	4544
161	876	4533
162	881	4528
163	887	4523
164	891	4512
165	896	4501
166	899	4488
167	903	4472
168	906	4456
169	910	4446
170	914	4432
171	919	4424
172	923	4413
173	928	4406
174	932	4395
175	937	4389
176	942	4381
177	946	4371
178	950	4358
179	953	4345
180	958	4335
181	961	4321
182	964	4307
183	968	4293
184	973	4287
185	977	4279
186	981	4266
187	984	4252
188	989	4248
189	994	4241
190	999	4232
191	1004	4228
192	1008	4215
193	1012	4204
194	1015	4191
195	1019	4182
196	1023	4170
197	1026	4157
198	1029	4144
199	1033	4133
200	1037	4122
201	1040	4110
202	1043	4097
203	1047	4086
204	1050	4075
205	1054	4063
206	1057	4051
207	1060	4039
208	1064	4029
209	1068	4019
210	1071	4007
211	1075	3995
212	1078	3985
213	1082	3974
214	1086	3965
215	1089	3954
216	1093	3945
217	1096	3934
218	1100	3926
219	1104	3915
220	1107	3904
221	1110	3893
222	1114	3882
223	1118	3876
224	1124	3871
225	1127	3862
226	1131	3854
227	1135	3843
228	1138	3833
229	1141	3822
230	1145	3811
231	1149	3806
232	1153	3796
233	1156	3785
234	1159	3775
235	1163	3768
236	1167	3759
237	1171	3750
238	1180	3759
239	1185	3753
240	1189	3745
241	1193	3739
242	1198	3733
243	1202	3725
244	1205	3715
245	1209	3708
246	1213	3699
247	1216	3689
248	1220	3679
249	1223	3671
250	1227	3663
251	1230	3653
252	1234	3644
253	1237	3635
254	1241	3626
255	1245	3619
256	1248	3610
257	1252	3601
258	1256	3594
259	1260	3588
260	1264	3579
261	1267	3570
262	1271	3562
263	1275	3556
264	1281	3553
265	1288	3554
266	1294	3555
267	1300	3551
268	1304	3545
269	1312	3547
270	1316	3542
271	1322	3538
272	1328	3536
273	1333	3534
274	1339	3532
275	1345	3529
276	1350	3524
277	1355	3521
278	1360	3515
279	1364	3509
280	1370	3507
281	1376	3505
282	1388	3518
283	1400	3530
284	1409	3535
285	1414	3532
286	1421	3531
287	1426	3526
288	1431	3522
289	1437	3519
290	1442	3515
291	1449	3515
292	1455	3511
293	1460	3507
294	1465	3502
295	1470	3497
296	1475	3492
297	1480	3486
298	1484	3480
299	1488	3473
300	1492	3466
301	1498	3463
302	1504	3459
303	1509	3456
304	1515	3454
305	1520	3449
306	1527	3447
307	1533	3444
308	1537	3438
309	1543	3434
310	1548	3431
311	1554	3428
312	1560	3425
313	1566	3422
314	1572	3419
315	1577	3414
316	1584	3412
317	1589	3409
318	1594	3403
319	1599	3399
320	1604	3394
321	1609	3388
322	1614	3384
323	1618	3376
324	1621	3368
325	1625	3360
326	1629	3353
327	1633	3347
328	1637	3340
329	1641	3331
330	1646	3326
331	1649	3318
332	1652	3310
333	1656	3302
334	1661	3297
335	1665	3291
336	1670	3286
337	1674	3280
338	1679	3274
339	1682	3266
340	1685	3258
341	1689	3250
342	1694	3245
343	1697	3237
344	1700	3229
345	1704	3221
346	1708	3214
347	1712	3207
348	1715	3199
349	1718	3191
350	1721	3183
351	1726	3177
352	1729	3169
353	1732	3161
354	1735	3153
355	1741	3149
356	1745	3143
357	1748	3135
358	1752	3129
359	1756	3123
360	1760	3115
361	1764	3109
362	1767	3102
363	1771	3095
364	1776	3090
365	1781	3085
366	1786	3081
367	1792	3078
368	1796	3072
369	1801	3067
370	1808	3065
371	1813	3061
372	1817	3055
373	1822	3050
374	1827	3046
375	1832	3041
376	1839	3040
377	1844	3035
378	1849	3030
379	1854	3026
380	1859	3021
381	1865	3017
382	1870	3013
383	1875	3008
384	1879	3002
385	1884	2998
386	1890	2995
387	1895	2989
388	1900	2985
389	1908	2985
390	1914	2982
391	1920	2979
392	1926	2976
393	1932	2972
394	1937	2967
395	1941	2961
396	1948	2959
397	1953	2955
398	1958	2950
399	1963	2945
400	1969	2942
401	1974	2937
402	1980	2934
403	1985	2929
404	1989	2923
405	1995	2919
406	2000	2914
407	2005	2910
408	2011	2906
409	2016	2901
410	2021	2896
411	2025	2891
412	2030	2885
413	2034	2879
414	2038	2873
415	2046	2872
416	2050	2866
417	2054	2860
418	2059	2856
419	2063	2849
420	2066	2842
421	2070	2835
422	2074	2829
423	2077	2822
424	2081	2815
425	2084	2808
426	2088	2802
427	2092	2796
428	2112	2812
429	2118	2807
430	2126	2806
431	2130	2800
432	2133	2793
433	2137	2787
434	2140	2780
435	2143	2773
436	2147	2766
437	2151	2760
438	2155	2754
439	2159	2747
440	2162	2741
441	2166	2735
442	2170	2729
443	2174	2722
444	2177	2715
445	2181	2709
446	2184	2702
447	2188	2696
448	2191	2689
449	2195	2683
450	2198	2676
451	2202	2669
452	2205	2663
453	2210	2659
454	2215	2653
455	2220	2649
456	2224	2642
457	2227	2636
458	2230	2629
459	2235	2623
460	2238	2617
461	2241	2610
462	2245	2604
463	2249	2598
464	2253	2592
465	2257	2586
466	2261	2580
467	2265	2575
468	2269	2569
469	2273	2563
470	2276	2557
471	2280	2550
472	2284	2544
473	2287	2538
474	2291	2532
475	2295	2527
476	2301	2522
477	2305	2518
478	2310	2512
479	2315	2508
480	2320	2503
481	2324	2498
482	2330	2494
483	2335	2489
484	2340	2485
485	2345	2480
486	2352	2477
487	2358	2474
488	2364	2470
489	2371	2467
490	2377	2465
491	2383	2461
492	2389	2456
493	2394	2452
494	2399	2447
495	2404	2442
496	2409	2438
497	2414	2433
498	2419	2429
499	2425	2425
500	2430	2421
501	2435	2415
502	2440	2410
503	2445	2407
504	2450	2401
505	2455	2397
506	2461	2393
507	2466	2388
508	2471	2383
509	2475	2378
510	2480	2373
511	2486	2369
512	2491	2365
513	2496	2360
514	2502	2356
515	2507	2351
516	2511	2346
517	2517	2342
518	2522	2338
519	2527	2332
520	2531	2327
521	2535	2321
522	2539	2316
523	2545	2312
524	2551	2308
525	2556	2303
526	2560	2298
527	2564	2292
528	2568	2286
529	2572	2281
530	2575	2274
531	2579	2268
532	2583	2263
533	2587	2258
534	2591	2252
535	2594	2245
536	2598	2240
537	2602	2234
538	2605	2228
539	2609	2222
540	2614	2217
541	2617	2211
542	2620	2205
543	2624	2200
544	2628	2194
545	2632	2188
546	2635	2182
547	2638	2176
548	2642	2170
549	2646	2165
550	2650	2160
551	2655	2155
552	2660	2150
553	2664	2145
554	2669	2140
555	2674	2135
556	2679	2130
557	2684	2126
558	2689	2121
559	2695	2118
560	2701	2114
561	2707	2110
562	2713	2106
563	2719	2102
564	2725	2098
565	2729	2093
566	2734	2088
567	2740	2084
568	2746	2080
569	2750	2074
570	2756	2071
571	2763	2067
572	2768	2062
573	2773	2058
574	2778	2053
575	2784	2049
576	2789	2044
577	2793	2039
578	2798	2034
579	2803	2029
580	2807	2024
581	2811	2019
582	2816	2014
583	2821	2009
584	2826	2004
585	2833	2001
586	2839	1997
587	2844	1993
588	2851	1989
589	2857	1985
590	2863	1981
591	2868	1977
592	2873	1972
593	2878	1967
594	2885	1963
595	2891	1959
596	2904	1960
597	2911	1957
598	2918	1953
599	2927	1951
600	2933	1947
601	2939	1943
602	2944	1938
603	2949	1933
604	2954	1928
605	2959	1924
606	2966	1920
607	2971	1915
608	2976	1911
609	2982	1906
610	2987	1901
611	2993	1897
612	2999	1893
613	3006	1889
614	3012	1886
615	3018	1881
616	3023	1876
617	3028	1871
618	3033	1867
619	3038	1862
620	3044	1857
621	3049	1853
622	3054	1848
623	3060	1843
624	3067	1840
625	3072	1835
626	3079	1831
627	3083	1826
628	3088	1821
629	3093	1816
630	3098	1812
631	3103	1807
632	3109	1802
633	3113	1797
634	3118	1792
635	3125	1789
636	3131	1784
637	3137	1780
638	3142	1775
639	3146	1769
640	3151	1765
641	3157	1760
642	3161	1755
643	3165	1750
644	3170	1744
645	3174	1739
646	3179	1734
647	3184	1730
648	3189	1725
649	3194	1720
650	3200	1715
651	3205	1710
652	3211	1706
653	3218	1702
654	3223	1698
655	3228	1692
656	3235	1688
657	3242	1685
658	3248	1680
659	3253	1676
660	3258	1671
661	3265	1667
662	3270	1662
663	3274	1657
664	3279	1652
665	3284	1647
666	3288	1642
667	3293	1636
668	3299	1632
669	3304	1627
670	3312	1624
671	3319	1620
672	3325	1615
673	3332	1611
674	3337	1606
675	3342	1602
676	3347	1597
677	3353	1592
678	3359	1587
679	3363	1583
680	3368	1577
681	3373	1573
682	3378	1568
683	3383	1563
684	3389	1558
685	3394	1553
686	3399	1548
687	3404	1544
688	3410	1539
689	3415	1534
690	3419	1529
691	3425	1524
692	3431	1520
693	3437	1515
694	3449	1513
695	3455	1509
696	3461	1504
697	3465	1499
698	3470	1494
699	3474	1488
700	3478	1483
701	3482	1478
702	3486	1473
703	3490	1467
704	3493	1462
705	3497	1456
706	3502	1451
707	3506	1446
708	3509	1440
709	3513	1435
710	3517	1429
711	3521	1424
712	3524	1418
713	3528	1413
714	3532	1408
715	3536	1402
716	3540	1397
717	3543	1391
718	3548	1386
719	3552	1381
720	3555	1375
721	3559	1370
722	3563	1365
723	3567	1360
724	3571	1354
725	3575	1349
726	3579	1343
727	3583	1338
728	3586	1333
729	3590	1328
730	3594	1322
731	3598	1317
732	3601	1311
733	3605	1306
734	3609	1301
735	3613	1296
736	3618	1291
737	3622	1285
738	3626	1280
739	3630	1275
740	3633	1270
741	3637	1264
742	3640	1259
743	3645	1254
744	3648	1248
745	3652	1243
746	3655	1238
747	3659	1232
748	3663	1227
749	3666	1222
750	3670	1216
751	3674	1211
752	3677	1206
753	3681	1201
754	3685	1195
755	3688	1190
756	3692	1185
757	3696	1180
758	3699	1174
759	3703	1169
760	3707	1164
761	3711	1159
762	3715	1154
763	3719	1148
764	3722	1143
765	3727	1138
766	3730	1133
767	3735	1128
768	3738	1123
769	3743	1118
770	3748	1113
771	3753	1108
772	3759	1103
773	3763	1098
774	3768	1093
775	3772	1088
776	3776	1083
777	3780	1078
778	3784	1073
779	3788	1068
780	3791	1063
781	3794	1057
782	3798	1052
783	3801	1047
784	3805	1042
785	3808	1037
786	3812	1031
787	3815	1026
788	3819	1021
789	3823	1016
790	3826	1011
791	3829	1005
792	3832	1000
793	3836	995
794	3840	990
795	3843	985
796	3846	979
797	3850	974
798	3854	969
799	3857	964
800	3860	959
801	3864	953
802	3868	948
803	3871	943
804	3874	938
805	3877	933
806	3881	928
807	3885	923
808	3889	918
809	3892	913
810	3896	908
811	3900	903
812	3904	898
813	3907	892
814	3911	887
815	3914	882
816	3918	877
817	3922	872
818	3925	867
819	3928	862
820	3933	857
821	3936	852
822	3939	847
823	3943	842
824	3946	837
825	3950	832
826	3954	827
827	3957	822
828	3960	817
829	3965	812
830	3969	807
831	3972	802
832	3975	797
833	3979	792
834	3983	787
835	3986	782
836	3989	776
837	3993	771
838	3997	767
839	4000	761
840	4003	756
841	4006	751
842	4011	747
843	4015	742
844	4019	737
845	4022	732
846	4025	727
847	4029	722
848	4033	717
849	4036	712
850	4040	707
851	4043	702
852	4047	697
853	4050	692
854	4053	687
855	4057	682
856	4061	677
857	4065	672
858	4068	667
859	4071	662
860	4075	657
861	4078	652
862	4081	647
863	4085	643
864	4088	638
865	4092	633
866	4095	628
867	4099	623
868	4102	618
869	4105	613
870	4109	608
871	4113	603
872	4116	598
873	4119	593
874	4123	589
875	4127	584
876	4130	579
877	4134	574
878	4137	569
879	4140	564
880	4144	559
881	4147	554
882	4151	550
883	4154	545
884	4158	540
885	4161	535
886	4165	530
887	4168	525
888	4171	520
889	4175	516
890	4178	511
891	4181	506
892	4185	501
893	4188	496
894	4192	491
895	4196	487
896	4199	482
897	4203	477
898	4207	472
899	4211	467
900	4215	463
901	4219	458
902	4222	453
903	4226	448
904	4229	443
905	4234	439
906	4237	434
907	4241	429
908	4244	424
909	4248	420
910	4251	415
911	4255	410
912	4258	405
913	4262	401
914	4265	396
915	4269	391
916	4273	386
917	4277	382
918	4280	377
919	4283	372
920	4288	367
921	4291	363
922	4294	358
923	4298	353
924	4302	348
925	4306	344
926	4309	339
927	4312	334
928	4316	329
929	4320	325
930	4323	320
931	4326	315
932	4329	310
933	4333	306
934	4337	301
935	4340	296
936	4343	292
937	4348	287
938	4351	282
939	4355	278
940	4358	273
941	4362	268
942	4365	263
943	4369	259
944	4372	254
945	4376	249
946	4379	245
947	4382	240
948	4386	235
949	4390	231
950	4393	226
951	4397	221
952	4402	217
953	4405	212
954	4409	207
955	4413	203
956	4417	198
957	4421	193
958	4424	189
959	4427	184
960	4431	179
961	4434	175
962	4438	170
963	4441	165
964	4444	161
965	4448	156
966	4452	151
967	4455	147
968	4459	142
969	4463	138
970	4466	133
971	4469	128
972	4473	124
973	4476	119
974	4480	114
975	4483	110
976	4486	105
977	4489	100
978	4493	96
979	4496	91
980	4500	87
981	4503	82
982	4506	77
983	4510	73
984	4513	68
985	4517	64
986	4520	59
987	4523	54
988	4527	50
989	4530	45
990	4533	41
991	4537	36
992	4541	32
993	4544	27
994	4548	22
995	4551	18
996	4555	13
997	4560	9
998	4564	4
999	4568	0
